id;citation;reponse;coeur;chapitre;page;
57;-"Permets-moi de te rétorquer que c'est vous qui êtes tombés dans un piège";Icebarg;0;344;17;
58;-"Je vais pas le laisser se faire assassiner par une bande de type sortis d'on ne sait où";Pauly;0;345;12;
59;-"Disons simplement que je suis conscient de ce qu'est la nature humaine, gamin";Icebarg;1;346;7;
60;-"Qui plus est, vos pulsations nous indiquent sans contestation que nous avons vu juste";Lucci;0;346;15;
61;-"Tu as toujours su parler!! Tu t'es bien payé ma tête";Pauly;0;347;5;
62;-"Pas besoin de balle pour trouer le cuir d'un adversaire";Kaku;0;348;13;
63;-"Je croyais pourtant qu'on avait été amis pendant tout ce temps";Pauly;0;349;9;
64;-"Un simple citoyen comme vous ne peux pas s'opposer au gouvernement mondial";Lucci;0;349;16;
65;-"Mon dieu que de haine";Kokoro;0;350;3;
66;-"Mais les mauvais pressentiment s'avèrent souvent juste";Kokoro;0;350;3;
67;-"T'es d'accord, on oublie tout? Allez, marché toncul";Franky;0;350;11;
68;-"Un bateau qui est dans l'impossibilité d'assurer ce genre de voyage n'est plus un bateau";Franky;1;351;4;
69;-"Ne vous en faites, je pourrais vous emmener encore un peu plus loin";Merry;0;351;15;
70;-"Des bateaux qui ont vécu aussi heureux que lui, il ne doit pas y en avoir des masses";Franky;0;351;18;
71;-"Dis-toi que si ça devait arriver, il ne pourrait jamais reposer en paix";Franky;0;352;5;
72;-"Bien que la vie ait fait de lui un petit dur, il a su rester honnête et droit dans ses bottes";Tom;0;354;11;
73;-"Le principal c'est que les gens aient retrouvé l'envie de vivre";Tom;0;355;3;
74;-"En tant qu'agent du gouvernement j'ai donc tous les droits sur ta personne";Spandam;0;355;8;
75;-"Elles peuvent blesser des gens sans aucune distinction";Icebarg;0;356;9;
76;-"Un homme doit être fier des navires qu'il a construits";Tom;1;356;18;
77;-"Aujourd'hui encore je suis fier d'avoir aidé cet homme nommé "Roger"";Tom;0;357;8;
78;-"En rendant service à water seven.... j'ai vu mon rêve....se mettre en marche....";Tom;0;357;10;
79;-"Où est-ce que tu emmène celui qui t'a mis au monde?";Franky;0;357;17;
80;-"Je suis décidé à transformé cette ville";Icebarg;0;358;6;
81;-"Si ça t'est à ce point insupportable de les leur filer, tu n'as qu'a les brûles sous leurs yeux";Franky;0;358;13;
82;-"Si tu savais comme je suis content de te savoir en vie";Icebarg;0;358;14;
83;-"Dire que cette femme a préféré choisir vos six vies plutôt que l'humanité toute entière";Icebarg;0;359;15;
84;-"Quand ils savent qu'ils ont quelqu'un à sauver, leur puissance est sans limite";Nami;0;359;17;
85;-"Les mensonges des femmes, c'est aux hommes de les pardonner";Sanji;1;359;18;
86;-"Vous allez filer un coup de main à cette jeune demoiselle";Pauly;0;360;9;
87;-"On est déjà deux à souffrir d'avoir été trahis. C'est amplement suffisant, non?";Pauly;0;360;12;
88;-"Vas-tu arrêter de m'enfumer, oui?";Jerry;0;362;4;
89;-"Comment est-ce que tu peux jouer à cache-cache dans un moment pareil?";Nami;0;363;7;
90;-"Je le sens...Ce sabre à une âme";Zoro;0;363;11;
91;-"Je ne pouvais pas rêver allié plus puissant";Spandam;0;365;2;
92;-"Ce serait plutôt à moi de te poser la question. Au fait, c'est déjà ton nom? Toi, le long nez";Sanji;0;365;6;
93;-"Je ne pouvais pas abandonner cette belle brochette d'idiots à son triste sort";Icebarg;0;365;11;
94;-"Pardon, j'aurai pas dû te crier dessus";Luffy;0;365;13;
95;-"Afin de ne vous en tirer qu'avec de légère blessures, veuillez vous cramponner fermement";Kokoro;0;366;5;
96;-"Il ne sait que foncer à toute berzingue. Personne ne peut l'arrêter";Kokoro;0;366;12;
97;-"Quand mes hommes saignent...C'est moi qui souffre";T. Bone;1;366;15;
98;-"Faisons tout pour qu'aujourd'hui soit un jour de paix dans un monde de tendresse";T. Bone;0;366;16;
99;-"Vas-y, tu peux t'en donner à coeur joie";Luffy;0;367;11;
100;-"Même si le capitaine m'en donnait l'ordre, il serait hors de question que je reste sans rien faire";Sanji;0;367;12;
101;-"Super fort, même! Qu'est-ce que t'as l'air de croire, abruti?";Franky;0;368;4;
102;-"Dévergondée mais sacrément sexy";Zambai, Lulu et Tilestone;0;368;5;
103;-"Même si j'ai la tête qui tourne à cause de tes drôles de sourcils en vrille";Wanze;0;369;13;
104;-"Avant de te lancer dans des calculs hasardeux, tu aurais d'abord dû leur parler";Usopp;0;370;4;
105;-"En guise d'excuse, laisse-moi te montrer comment un cuistot de première class se sert de ses instruments";Sanji;0;370;15;
106;-"Il est temps de briser les ego de ce monde dévasté";Zoro;0;371;8;
107;-"Il est encore possible d'apporter un peu de justice dans ce monde inique";T. Bone;0;371;11;
108;-"Je dois protéger la vie des citoyen innocents";T. Bone;0;371;12;
109;-"La cause que tu défends est probablement juste mais nous avons nous aussi un lourd fardeau à porter";Zoro;0;371;17;
110;-"Tu t'es trompé de sens, imbécile";Nero;0;372;9;
111;-"Oeil, nez, joue, bouche, dents, menton";Sanji;0;372;13;
112;-"C'est vrai que tu ne connais pas encore la puissance destructrice de mon poing";Franky;0;373;5;
113;-"Tu dois juste comprendre que sans l'autorisation de son capitaine, un pirate ne peut pas quitter son équipage";Usopp;0;374;15;
114;-"Vous n'avez donc aucune humanité?";Sanji;0;374;18;
115;-"Vivre n'est pas un crime";Franky;1;375;4;
